,listing_id,state,user_id,category_id,title,creation_tsz,ending_tsz,original_creation_tsz,last_modified_tsz,price,currency_code,quantity,sku,tags,materials,shop_section_id,featured_rank,state_tsz,url,views,num_favorers,shipping_template_id,processing_min,processing_max,who_made,is_supply,when_made,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,is_private,recipient,occasion,style,non_taxable,is_customizable,is_digital,file_data,should_auto_renew,language,has_variations,taxonomy_id,taxonomy_path,used_manufacturer,is_vintage
0,494407553,active,5939033,,CHILLINGSWORTH SKELETON SANTA Green Spooky Cotton Quilt Fabric Panel 22.5&quot; wide by 44&quot; long,1609383462,1619834262,1480098239,1609383462,8.00,USD,4,[],"['quilt', 'quilting', 'andover fabrics', 'chillingsworth', 'skeleton', 'PANEL', 'halloween', 'santa', 'holiday', 'christmas', 'skeletal', 'green']","['cotton', 'cloth', 'fabric', 'designer', 'apparel', 'sewing', 'pillow', 'napkins', 'panel']",18917063,,1595384068,https://www.etsy.com/listing/494407553/chillingsworth-skeleton-santa-green?utm_source=fabricranks&utm_medium=api&utm_campaign=api,229,19,16769948.0,1.0,2.0,someone_else,true,2020_2020,,oz,,,,in,False,,,"['Rocker', 'Goth']",True,True,False,,True,en-US,False,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
1,926849855,active,5939033,,"GO! With Dick & Jane in PINK Retro Cotton Quilt Fabric by Yard, Half Yard, or Fat Quarter Fq Alexander Henry RARE Out of Print Sageglen",1609351585,1619802385,1608242560,1609351585,14.95,USD,1,[],"['sage glen', 'vintage kids', 'fabric', 'quilting', 'quilt', 'quilts', 'Dick', 'Jane', 'children', 'nursery', 'kids', 'rare', 'limited edition']",['Cotton'],6591420,,1608242561,https://www.etsy.com/listing/926849855/go-with-dick-jane-in-pink-retro-cotton?utm_source=fabricranks&utm_medium=api&utm_campaign=api,8,0,,1.0,2.0,someone_else,true,1990s,,oz,,,,in,False,,,,False,True,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,True
2,880715000,active,5939033,,RETRO KITCHEN Fat Quarters 100% Cotton Quilt Fabric by Michael Miller 18 x 22&quot; Fq You Choose Great for Mask Making   All RARE & Out of Print,1609262488,1619713288,1603914049,1609262488,3.00,USD,14,[],"['quilt', 'quilting', 'mask making fabric', 'fabric for masks', 'cloth face mask', 'fabric set', 'fat quarter', 'bundle', 'laundry', 'kitchen', 'retro', 'cleaning', '50s']","['cotton', 'cloth', 'fabric', 'designer', 'apparel', 'sewing', 'napkins', 'fabric by the yard', 'half yard', 'quarter yard', 'fat quarter', 'pillow fabric', 'remnants']",18914238,2.0,1603914049,https://www.etsy.com/listing/880715000/retro-kitchen-fat-quarters-100-cotton?utm_source=fabricranks&utm_medium=api&utm_campaign=api,167,8,16769948.0,1.0,2.0,someone_else,true,2020_2020,,oz,,,,in,False,,,['Edwardian'],True,False,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
3,887437388,active,5939033,,CUTE KIDS Fat Quarters 100% Cotton Quilt Fabric by Robert Kaufman 18 x 22&quot; Fq You Choose Great for Mask Making   All RARE & Out of Print,1609262487,1619713287,1604950057,1609262487,3.50,USD,28,[],"['quilt', 'quilting', 'mask making fabric', 'fabric for masks', 'cloth face mask', 'fabric set', 'fat quarter', 'bundle', 'Robert kaufman', 'On a Whim', 'Amy Schimler', 'Creatures Critters', 'owls']","['cotton', 'cloth', 'fabric', 'designer', 'apparel', 'sewing', 'napkins', 'fabric by the yard', 'half yard', 'quarter yard', 'fat quarter', 'pillow fabric', 'remnants']",18914238,,1604950302,https://www.etsy.com/listing/887437388/cute-kids-fat-quarters-100-cotton-quilt?utm_source=fabricranks&utm_medium=api&utm_campaign=api,21,0,16769948.0,1.0,2.0,someone_else,true,2020_2020,,oz,,,,in,False,,,['Edwardian'],True,False,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
4,835302059,active,5939033,,"FLORAL GARDEN Quilting Fabric - 100% Cotton by Alexander Henry Pink Green Yellow Orange Red by the Yard, Half Yard, or Fat Quarter Flowers",1609262487,1619713287,1594136909,1609262487,3.25,USD,2,[],"['garden', 'orange', 'pink green', 'fabric by the yard', 'floral', 'flowers', 'face mask fabric', 'summer', 'quilting cotton', 'quilt', 'quilting', 'fabric', 'sewing']",['Cotton'],18914224,,1595384052,https://www.etsy.com/listing/835302059/floral-garden-quilting-fabric-100-cotton?utm_source=fabricranks&utm_medium=api&utm_campaign=api,66,9,16769948.0,1.0,2.0,someone_else,true,2010_2019,,oz,,,,in,False,,,['Kitsch'],True,True,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
5,785411144,active,5939033,,"FACE MASK KIT Neutral Men Designer Cotton Printed Quilt Fabric, Natural Lining, 1/4&quot; Flat Elastic, 6&quot; Flat Nose Wire Fast Free Shipping",1609262487,1619713287,1587664772,1609262487,9.95,USD,103,[],"['fabric', 'sewing', 'face mask', 'sewing patterns', 'how to make', 'covering', 'DIY face mask', 'fabric for face mask', 'washable reusable', 'mens womans kids', 'nose wire', 'adults']",['Cotton'],6592050,,1603997466,https://www.etsy.com/listing/785411144/face-mask-kit-neutral-men-designer?utm_source=fabricranks&utm_medium=api&utm_campaign=api,783,23,79839101419.0,1.0,2.0,someone_else,true,2020_2020,,oz,,,,in,False,,,['Kitsch'],True,True,False,,True,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
6,480925258,active,5939033,,SEWING SEEDS PATCHES Cream Vintage Typography Quilt Fabric - by the Panel - 24&quot; wide by 45&quot; long J. Wecker Frisch - Brilliant intense colors,1609262486,1619713286,1480101576,1609262486,7.95,USD,1,[],"['quilting', 'fabric', 'white', 'typography', 'text', 'sewing', 'vintage', 'retro', 'garden', 'gardening', 'antique', 'patch', 'machine']","['cotton', 'cloth', 'fabric', 'designer', 'apparel', 'sewing', 'pillow', 'napkins', 'fabric by the yard', 'half yard', 'quarter yard', 'fat quarter']",6591419,,1606765345,https://www.etsy.com/listing/480925258/sewing-seeds-patches-cream-vintage?utm_source=fabricranks&utm_medium=api&utm_campaign=api,258,22,16769948.0,1.0,2.0,someone_else,true,2020_2020,,oz,,,,in,False,,,"['Kitsch', 'Retro']",True,True,False,,False,en-US,False,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
7,500227620,active,5939033,,"Quilting B&#39;s BABYDOLL Dress PATCH Eggshell Cream Printed Cotton Quilt Fabric by the Yard, Half Yard, or Fat Quarter FQ",1609262485,1619713285,1487709240,1609262485,3.50,USD,7,[],"['quilt', 'quilting', 'timeless', 'timeless treasures', 'treasures', 'sewing machine', 'bee', 'bees', 'sewing', 'dresses', 'doll', 'patterns']","['cotton', 'cloth', 'fabric', 'designer', 'apparel', 'sewing', 'napkins', 'fabric by the yard', 'half yard', 'quarter yard', 'fat quarter', 'pillow fabric', 'tablecloth fabric']",6591419,,1595384099,https://www.etsy.com/listing/500227620/quilting-bs-babydoll-dress-patch?utm_source=fabricranks&utm_medium=api&utm_campaign=api,173,19,16769948.0,1.0,2.0,someone_else,true,2020_2020,,oz,,,,in,False,,,"['Edwardian', 'Retro']",True,True,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
8,66216595,active,5939033,,"Maine WILD BLUEBERRY Blueberries CREAM Quilt Fabric by the Precut Half Yard, or 18&quot; x 22&quot; Fat Quarter Fruit Fq",1609253619,1619704419,1295385720,1609253619,3.50,USD,8,[],"['sewing', 'quilting', 'blueberry', 'blueberries', 'fruit', 'berries', 'cloth', 'material', 'maine', 'blueberry fabric', 'quilt', 'cotton', 'face mask fabric']","['cotton', 'apparel', 'sewing', 'material', 'fat quarter', 'fabric by the yard', 'half yard']",6591419,,1608297213,https://www.etsy.com/listing/66216595/maine-wild-blueberry-blueberries-cream?utm_source=fabricranks&utm_medium=api&utm_campaign=api,211,11,16769948.0,1.0,2.0,someone_else,true,2010_2019,,oz,,,,in,False,,,,False,False,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
9,150192615,active,5939033,,"Kaffe Fassett JUPITER Green RARE - Cotton Quilt Fabric - by the Half Yard, or Fat Quarter FQ Quilting Out of Print",1609191507,1619642307,1368719307,1609191507,4.95,USD,1,[],"['quilt', 'quilting', 'westminster fibers', 'westminster fabrics', 'kaffe fassett', 'jupiter', 'pwgp131', 'green', 'bright', 'topo', 'topographical', 'tree', 'bark']","['cotton', 'cloth', 'fabric', 'rare', 'out of print', 'hard to find', 'collectible', 'fabric by the yard', 'fat quarter', 'half yard', 'designer fabric', 'quilting fabric', 'apparel fabric']",6589268,,1607737849,https://www.etsy.com/listing/150192615/kaffe-fassett-jupiter-green-rare-cotton?utm_source=fabricranks&utm_medium=api&utm_campaign=api,1786,193,16769948.0,1.0,2.0,someone_else,true,2020_2020,,oz,,,,in,False,,,,True,False,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
