,listing_id,state,user_id,category_id,title,creation_tsz,ending_tsz,original_creation_tsz,last_modified_tsz,price,currency_code,quantity,sku,tags,materials,shop_section_id,featured_rank,state_tsz,url,views,num_favorers,shipping_template_id,processing_min,processing_max,who_made,is_supply,when_made,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,is_private,recipient,occasion,style,non_taxable,is_customizable,is_digital,file_data,should_auto_renew,language,has_variations,taxonomy_id,taxonomy_path,used_manufacturer,is_vintage
0,170916061,active,28171489,,Deadwood Saloon Western Zombies 8339 100% Cotton Fabric by Alexander Henry! [Choose Your Cut Size],1609432832,1619797232,1385572572,1609432832,3.50,USD,7,[],"['Deadwood Saloon', 'Western', 'Zombies', '8339', 'Cotton Fabric', 'Alexander Henry', 'cowboys', 'skulls', 'halloween']",['Cotton'],13238236.0,,1602190116,https://www.etsy.com/listing/170916061/deadwood-saloon-western-zombies-8339-100?utm_source=fabricranks&utm_medium=api&utm_campaign=api,4888,117,225405786.0,1.0,3.0,someone_else,true,2020_2020,,oz,,,,in,False,,,,False,True,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
1,909296922,active,54513115,,"Alexander Henry Fabric, Back in the Saddle Red, Cowgirl pinups, Western Fabric, Large print fabric",1609432309,1619796709,1607775638,1609432309,6.50,USD,13,[],"['Alexander Henry', 'Back in the Saddle', 'Western Fabric', 'Cowgirl pinup red', 'pinup fabric', 'quilting fabric', 'western style fabric', 'Marilyn Monroe', 'cotton fabric', 'happy aprons for you', 'fabric by the yard', 'fabric by half yard', 'pin ups fabric']",['Cotton'],27513707.0,,1607775638,https://www.etsy.com/listing/909296922/alexander-henry-fabric-back-in-the?utm_source=fabricranks&utm_medium=api&utm_campaign=api,25,7,81518290345.0,1.0,1.0,someone_else,true,2020_2020,6,oz,12,8,1,in,False,,,,False,False,False,,True,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
2,912408947,active,54513115,,"Alexander Henry Fabric, Back in the Saddle Black  Cowgirl pinups, Western fabric",1609432309,1619796709,1606405302,1609432309,6.50,USD,14,[],"['Alexander Henry', 'upholstery fabric', 'fabric', 'cotton fabric', 'quilting fabric', 'fabric panel', 'upholstery vintage', 'modern upholstery', 'upholstery fabrics', 'fabric remnants', 'western fabric', 'back in the saddle', 'cowgirl pinups']","['Cotton', 'Cotton']",27513707.0,,1607176659,https://www.etsy.com/listing/912408947/alexander-henry-fabric-back-in-the?utm_source=fabricranks&utm_medium=api&utm_campaign=api,33,7,81518290345.0,1.0,1.0,someone_else,true,2020_2020,6,oz,12,8,1,in,False,,,,False,False,False,,True,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
3,914058034,active,54513115,,"Alexander Henry Fabric, Clarita Calaveras in black, Quilting Cotton, Fabric by the Yard, Fabric for facemasks, Upholstery Fabric",1609432309,1619796709,1608413341,1609432309,6.50,USD,17,[],"['Alexander Henry', 'Quilting Fabric', 'fabric by the yard', 'Dia de los Muertos', 'Mexican fabric', 'upholstery fabric', 'Quilt Panel', 'Carita Calaveras', 'fabric for facemasks', 'fabric with skulls', 'fabric with skeltons', 'skeleton fabric', 'large print fabric']",['Cotton'],27513707.0,,1608413341,https://www.etsy.com/listing/914058034/alexander-henry-fabric-clarita-calaveras?utm_source=fabricranks&utm_medium=api&utm_campaign=api,5,1,81518290345.0,1.0,1.0,someone_else,true,2001_2009,6,oz,12,8,1,in,False,,,,False,False,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
4,912032291,active,337101959,,"Frida Face Mask, Frida Kahlo Sugar Skull Triple Layer Mask, 100% Cotton, Washable/Reusable",1609431027,1619795427,1606346862,1609431027,18.00,USD,5,[],"['Frida Kahlo', 'Frida Kahlo Gifts', 'Frida Kahlo Facemask', 'Frida Face Mask', 'Sugar Skull Mask', 'Gotas De Amor', 'Day of the Dead', 'Art Lover', 'Masks for Teachers', 'Triple Layer Mask', 'Mask with Nose Wire', 'Alexander Henry', 'Frida Kahlo Fabric']","['Cotton Fabric', 'Nose Wire', 'Elastic Straps', 'Pellon Interface']",31929431.0,,1606346862,https://www.etsy.com/listing/912032291/frida-face-mask-frida-kahlo-sugar-skull?utm_source=fabricranks&utm_medium=api&utm_campaign=api,11,4,102882524704.0,4.0,6.0,i_did,false,made_to_order,4,oz,11,8,0.5,in,False,,,,False,True,False,,False,en-US,True,12112,"['Bath & Beauty', 'Personal Care', 'Face Masks & Coverings']",False,False
5,619860719,active,35735869,,"Fabric, Feline Fisherman in Parchment Blue, Japanese Cats Turtles Koi Fish, Large Scale, Alexander Henry, By the Yard",1609430459,1619794859,1528512508,1609430459,12.50,USD,16,[],"['alexander henry', 'cotton fabric', 'japanese fabric', 'sewing material', 'quilting cloth', 'asian fabric', 'by the yard', 'feline fisherman', 'cat fabric', 'sea turtle fabric', 'asian cats fabric', 'funny cat fabric', 'parchment feline']",['Cotton'],13983947.0,,1609351919,https://www.etsy.com/listing/619860719/fabric-feline-fisherman-in-parchment?utm_source=fabricranks&utm_medium=api&utm_campaign=api,2125,314,704670000.0,1.0,1.0,someone_else,true,2020_2020,5.3,oz,9,6,1,in,False,women,,"['Traditional', 'Asian']",False,False,False,,True,en-US,False,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
6,467997330,active,19770330,,Alexander Henry - Bone Appetit! - #8420B - Natural Pool,1609429831,1619794231,1474933018,1609429831,10.50,USD,15,[],"['Bone Appetit', 'Alexander Henry', 'Fabric', 'kid Fabric', 'Dinosaurs', 'Animals', 'Bones', 'Jurassic', 'Kids', 'Children', 'Blue']",['Cotton'],17213590.0,,1598302348,https://www.etsy.com/listing/467997330/alexander-henry-bone-appetit-8420b?utm_source=fabricranks&utm_medium=api&utm_campaign=api,74,14,9236794744.0,1.0,3.0,someone_else,true,2020_2020,,oz,,,,in,False,,,,False,True,False,,True,en-US,False,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
7,216785578,active,19770330,,Alexander Henry - Ric * Rac -,1609429828,1619794228,1420069759,1609429828,9.50,USD,13,[],"['Alexander Henry', 'Fabric', 'Quilting', 'Folklorico', 'Hacienda', 'Latin', 'Stripes', 'Multicolor', '7762D', 'Ric Rac', 'Spice', 'Zig Zag']",['Cotton'],19586926.0,,1598302399,https://www.etsy.com/listing/216785578/alexander-henry-ric-rac?utm_source=fabricranks&utm_medium=api&utm_campaign=api,153,30,9236794744.0,1.0,3.0,someone_else,true,2020_2020,,oz,,,,in,False,,,,False,True,False,,True,en-US,False,562,['Craft Supplies & Tools'],False,False
8,286156573,active,19770330,,Alexander Henry - Love Beads - #8333A -  Hot Pink,1609429826,1619794226,1458190844,1609429826,9.65,USD,11,[],"['Love Beads', '8333A Hot Pink', 'Alexander Henry', 'Kids fabric', 'fun fabric']",['Cotton'],,,1598302422,https://www.etsy.com/listing/286156573/alexander-henry-love-beads-8333a-hot?utm_source=fabricranks&utm_medium=api&utm_campaign=api,65,23,9236794744.0,1.0,3.0,someone_else,true,2020_2020,,oz,,,,in,False,,,,False,True,False,,True,en-US,False,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
9,241952072,active,19770330,,Alexander Henry - Tree Top - #7929A -Lt. Green/Indigo,1609429824,1619794224,1437965291,1609429824,8.50,USD,13,[],"['Alexander Henry', 'Tree Top 7929A', 'LightGreen-Indigo', 'Fabric', 'fun', 'Xmas']",['Cotton'],17208258.0,,1598577022,https://www.etsy.com/listing/241952072/alexander-henry-tree-top-7929a-lt?utm_source=fabricranks&utm_medium=api&utm_campaign=api,71,5,9236794744.0,1.0,3.0,someone_else,true,2020_2020,,oz,,,,in,False,,,,False,True,False,,True,en-US,False,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
10,620144609,active,11323420,,LAWN Larkspur Circles cotton navy fabric by Alexander Henry fabrics L7424 B,1609429669,1619794069,1528653991,1609433065,15.00,USD,14,[],"['Larkspur circles', 'Navy', 'cotton Lawn', 'Lawn fabric', 'circles', 'modem', 'Alexander Henry', 'yardage', 'lillian lee', 'cotton fabric', 'sewing clothes', 'quilts', 'L7424 B']",['Cotton'],13678494.0,,1609086046,https://www.etsy.com/listing/620144609/lawn-larkspur-circles-cotton-navy-fabric?utm_source=fabricranks&utm_medium=api&utm_campaign=api,228,17,1035522683.0,3.0,5.0,someone_else,true,2010_2019,,oz,,,,in,False,,,,True,True,False,,False,en-US,False,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
11,522885207,active,6023325,,"Nicole&#39;s Prints Zombie Drive-In Apocalypse , Alexander Henry Fbrics,  Quilt Cotton",1609429649,1619794049,1491335829,1609429649,3.50,USD,3,[],"['Alexander Henry', ""Nicole's Prints"", 'Zombie Drive-In', 'Zombie  Apocalypse', 'zombie fabric', 'horror fabric', 'Goth fabric', 'Halloween fabric', 'quilting', 'apparel cotton', 'home decor accents', 'skull fabric']",['Cotton'],22715327.0,,1609429644,https://www.etsy.com/listing/522885207/nicoles-prints-zombie-drive-in?utm_source=fabricranks&utm_medium=api&utm_campaign=api,500,97,81495373466.0,1.0,1.0,someone_else,true,2020_2020,6,oz,10,7,2,in,False,,,"['Spooky', 'Goth']",False,True,False,,False,en-US,True,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
12,680257052,active,168808105,,Alexander Henry &quot;Kleo&quot; Print,1609429265,1619793665,1553716382,1609429265,4.50,USD,3,[],"['fabric', 'quilting', 'sewing', 'Alexander henry', 'Kleo print', 'Flowers', 'Floral fabric']",['Cotton'],26372775.0,,1581069870,https://www.etsy.com/listing/680257052/alexander-henry-kleo-print?utm_source=fabricranks&utm_medium=api&utm_campaign=api,70,9,60300374281.0,5.0,10.0,someone_else,true,False,4,oz,11,8,4,in,False,,,,False,False,False,,True,en-US,False,6451,"['Craft Supplies & Tools', 'Fabric & Notions', 'Fabric']",False,False
